intent,user_utterance,origin,new_intent,label
how_busy,how long will it take to get seated at needham's,original,avail,0
no,no!,original,cancel,3
yes,sure thing,original,book,1
reminder_update,please make a new note,parrot,resched,5
yes,TRUE,lambada,book,1
calendar_update,remove event from calendar,lambada,resched,5
meeting_schedule,list the meetings today?,parrot,avail,0
greeting,hello good day,parrot,greet,4
thank_you,much obliged,original,bye,2
thank_you,my gratitude,parrot,bye,2
thank_you,okay thanks,original,bye,2
date,what will it be like in three days,parrot,avail,0
yes,i'll say yes,parrot,book,1
greeting,"hello, friend",original,greet,4
yes,confirmed,original,book,1
no,the answer is not true,parrot,cancel,3
no,i'll pass,original,cancel,3
thank_you,thanks for responding,parrot,bye,2
goodbye,maybe next time,parrot,bye,2
no,FALSE,lambada,cancel,3
greeting,how's my life going?,parrot,greet,4
calendar,please tell me what's on my calendar for tuesday the 2nd?,parrot,avail,0
greeting,"hello, ai",original,greet,4
how_busy,how long will i have to wait at the red robin before i can take a table,parrot,avail,0
greeting,hello hello good day,parrot,greet,4
goodbye,good-bye,parrot,bye,2
no,that's no,parrot,cancel,3
goodbye,it's over,parrot,bye,2
yes,yay,lambada,book,1
reminder_update,let me remember,parrot,resched,5
goodbye,sayonara,original,bye,2
no,FALSE,lambada,cancel,3
yes,a true statement,parrot,book,1
yes,confirmed,original,book,1
goodbye,good-bye,parrot,bye,2
goodbye,peace,original,bye,2
yes,yeap,original,book,1
greeting,salutation,parrot,greet,4
reminder_update,create a reminder please,parrot,resched,5
how_busy,how long will it take to eat at black jack?,parrot,avail,0
cancel_reservation,please cancel the reservation at pat's,lambada,cancel,3
greeting,tell me the latest news,parrot,greet,4
thank_you,merci beaucoup,original,bye,2
no,"nope, that's false",original,cancel,3
greeting,heller,original,greet,4
goodbye,buhbye,original,bye,2
goodbye,adios,original,bye,2
greeting,tell me what you feel?,parrot,greet,4
yes,"yeah, that's true",lambada,book,1
no,that's negative,parrot,cancel,3
yes,TRUE,lambada,book,1
greeting,how you're treated?,parrot,greet,4
no,it would be awful,parrot,cancel,3
how_busy,how busy is olive garden at 7 pm,lambada,avail,0
reminder_update,let me remember,parrot,resched,5
yes,i just said that,parrot,book,1
goodbye,be careful then,lambada,bye,2
calendar,you know when i added the meeting to my schedule?,parrot,avail,0
thank_you,okay thanks,original,bye,2
no,that's totally wrong,parrot,cancel,3
goodbye,buhbye,original,bye,2
thank_you,you've been great,parrot,bye,2
reminder_update,remind me,original,resched,5
thank_you,i'm really thankful,parrot,bye,2
greeting,how is ai feeling?,parrot,greet,4
goodbye,goodbyes,parrot,bye,2
goodbye,goodbyes,parrot,bye,2
no,that seems wrong,lambada,cancel,3
greeting,hi,original,greet,4
goodbye,a pleasure to speak with you as always,parrot,bye,2
goodbye,goodbye bye,parrot,bye,2
meeting_schedule,i need a time to do all the meetings on my schedule,parrot,avail,0
yes,confirm,original,book,1
meeting_schedule,do you have any meetings scheduled between 4 and 5 today?,parrot,avail,0
goodbye,please talk to me,parrot,bye,2
how_busy,can you tell me the wait time at applebee's?,lambada,avail,0
greeting,how are things,original,greet,4
date,when is it going to be five days?,parrot,avail,0
yes,yep,original,book,1
goodbye,greetings,parrot,bye,2
yes,confirm,original,book,1
no,nothing,parrot,cancel,3
thank_you,your efforts won't be ignored,parrot,bye,2
no,that's the wrong answer,parrot,cancel,3
how_busy,how many people are at olive garden between 6:30 and 7,lambada,avail,0
yes,yep,original,book,1
goodbye,bye bye,lambada,bye,2
no,that is no way,lambada,cancel,3
date,date tomorrow,parrot,avail,0
thank_you,i appreciate the help,original,bye,2
calendar_update,remove an event from my calendar,lambada,resched,5
yes,uh-huh,original,book,1
thank_you,thanks very much for your answer,parrot,bye,2
how_busy,how long will i have to wait before going to olive garden?,parrot,avail,0
how_busy,can you tell me the wait time at applebee?,parrot,avail,0
no,no?,parrot,cancel,3
goodbye,buhbye,original,bye,2
goodbye,fairwell?,parrot,bye,2
goodbye,good luck tomorrow,lambada,bye,2
goodbye,thank you goodbye,original,bye,2
goodbye,i'm saying goodbye now,original,bye,2
no,that's wrong,original,cancel,3
thank_you,many thank,original,bye,2
goodbye,goodbye goodbye,parrot,bye,2
reminder_update,i want a reminder,lambada,resched,5
yes,right,parrot,book,1
goodbye,good-bye,parrot,bye,2
meeting_schedule,when's my meeting?,parrot,avail,0
greeting,hi ai,original,greet,4
yes,sure thing,original,book,1
greeting,salutation,parrot,greet,4
no,naw,original,cancel,3
yes,that's a fact,parrot,book,1
no,that’s incorrect,original,cancel,3
goodbye,im leaving,parrot,bye,2
goodbye,later!,original,bye,2
greeting,hi how's it going,lambada,greet,4
greeting,hey bs,lambada,greet,4
meeting_schedule,what are my meeting hours?,parrot,avail,0
goodbye,i'll go,parrot,bye,2
calendar,read my calendar events,original,avail,0
greeting,"hello there, good morning",original,greet,4
calendar,show me my calendar?,parrot,avail,0
greeting,hiya!,original,greet,4
goodbye,buhbye,original,bye,2
schedule_meeting,can i meet with steve?,parrot,book,1
how_busy,how long will i have to wait at red lobster at 9 pm,lambada,avail,0
yes,yay,lambada,book,1
reminder_update,what's a reminder,parrot,resched,5
yes,ya,original,book,1
yes,sure thing,original,book,1
how_busy,is there a wait time at mcdonalds?,parrot,avail,0
no,that's negative,parrot,cancel,3
goodbye,i'm glad you had a good conversation with me,parrot,bye,2
goodbye,sign off,parrot,bye,2
yes,yes,original,book,1
yes,yes sir,original,book,1
thank_you,again thank you,parrot,bye,2
goodbye,i enjoyed our talk,parrot,bye,2
thank_you,i appreciate your assistance,parrot,bye,2
greeting,"hello, ai",original,greet,4
yes,"yeah, that's it",lambada,book,1
goodbye,afterward,parrot,bye,2
reminder_update,remind me to wash my hair,parrot,resched,5
how_busy,how busy is chili around 5 pm?,parrot,avail,0
goodbye,later gator!,original,bye,2
no,no that's a lie,parrot,cancel,3
goodbye,bye bye!,original,bye,2
calendar,check my calendar,parrot,avail,0
how_busy,how long will it take to sit at the cheese cake factory?,parrot,avail,0
yes,i'll say yes,parrot,book,1
calendar_update,clear my calendar on march 22nd,parrot,resched,5
yes,yup,original,book,1
goodbye,it was good chatting,original,bye,2
yes,agreed,original,book,1
yes,yeah that's right,lambada,book,1
goodbye,go easy,parrot,bye,2
meeting_schedule,are there meetings from 1 to 5 o'clock?,parrot,avail,0
schedule_meeting,how many meeting rooms are available in the afternoon?,parrot,book,1
how_busy,when will i have to wait for a table at san francisco's?,parrot,avail,0
goodbye,cya later,original,bye,2
no,that's not the truth,parrot,cancel,3
no,negatory,original,cancel,3
calendar,what is happening on march 2 calendar?,lambada,avail,0
no,is not true?,parrot,cancel,3
goodbye,goodbyes,parrot,bye,2
calendar,please know what's on my calendar for friday 1st,parrot,avail,0
how_busy,how busy is chili around 11 pm,parrot,avail,0
no,not true,original,cancel,3
yes,oh-huh,parrot,book,1
schedule_meeting,can you bring me a meeting room for noon?,parrot,book,1
no,nay,original,cancel,3
date,what's today?,parrot,avail,0
yes,great,original,book,1
goodbye,goodbyes soon,parrot,bye,2
goodbye,see ya,lambada,bye,2
greeting,good evening,original,greet,4
yes,good,parrot,book,1
thank_you,the best,parrot,bye,2
thank_you,thank you!,original,bye,2
greeting,bonjour,original,greet,4
date,what month today?,parrot,avail,0
greeting,welcome,parrot,greet,4
no,negation,parrot,cancel,3
greeting,whats up?,parrot,greet,4
yes,10-Apr,original,book,1
goodbye,tata for now,original,bye,2
goodbye,talk to you later,original,bye,2
thank_you,thanks please,original,bye,2
no,don't like that,parrot,cancel,3
yes,yes,original,book,1
greeting,ahoy,lambada,greet,4
no,the information is not true,parrot,cancel,3
yes,okay,original,book,1
greeting,how were you?,parrot,greet,4
greeting,salutation,parrot,greet,4
meeting_schedule,what if i have a meeting?,parrot,avail,0
thank_you,nice,parrot,bye,2
calendar_update,keep an eye out for the staff meeting on march 1 at 10 am,parrot,resched,5
goodbye,bye bye,lambada,bye,2
date,what's my date in five days?,parrot,avail,0
greeting,salutation,parrot,greet,4
goodbye,i'm going,parrot,bye,2
greeting,hola!,original,greet,4
meeting_schedule,are there meetings between 3 and 5 o'clock in the evening?,parrot,avail,0
goodbye,peace,original,bye,2
no,that's not correct,original,cancel,3
no,no,lambada,cancel,3
thank_you,you answered,parrot,bye,2
no,not true,original,cancel,3
goodbye,bye,original,bye,2
meeting_schedule,when does i meet richard?,parrot,avail,0
how_busy,how busy is iman at 7?,parrot,avail,0
yes,yes sir,original,book,1
goodbye,goodbye!,original,bye,2
no,FALSE,original,cancel,3
goodbye,bye,original,bye,2
goodbye,later!,original,bye,2
greeting,"hello, good morning",lambada,greet,4
no,erroneous,parrot,cancel,3
date,what the day?,parrot,avail,0
yes,yeah yeah,lambada,book,1
no,that's a very bad answer,parrot,cancel,3
how_busy,i need to know how busy olive garden is at 6 pm,parrot,avail,0
date,what day is it now?,lambada,avail,0
greeting,"hi, ai",original,greet,4
date,in 10 days?,parrot,avail,0
thank_you,"thanks, that's helpful",original,bye,2
how_busy,will i need a long wait for a table in the restaurant?,parrot,avail,0
reminder_update,can you remind me to finish a task or something?,parrot,resched,5
greeting,how's my life?,parrot,greet,4
no,no thanks,original,cancel,3
yes,indeed,original,book,1
greeting,hi,original,greet,4
goodbye,goodbye!,original,bye,2
goodbye,i'll go,parrot,bye,2
how_busy,can i expect how long the wait is at olive garden right now?,lambada,avail,0
goodbye,goodbye,original,bye,2
yes,oh yes,original,book,1
how_busy,how busy is the restaurant around 6pm?,parrot,avail,0
thank_you,why thank you?,original,bye,2
thank_you,many thank,original,bye,2
no,it's not right,parrot,cancel,3
no,negative,original,cancel,3
yes,that's correct,original,book,1
thank_you,i want to thank you for helping me,parrot,bye,2
goodbye,lovely conversation,parrot,bye,2
yes,do that?,original,book,1
yes,yes that's correct,original,book,1
greeting,how is everything going?,parrot,greet,4
yes,obviously,parrot,book,1
greeting,whats up,original,greet,4
date,show me the date,original,avail,0
goodbye,goodbye my friend,parrot,bye,2
goodbye,goodbye ai,parrot,bye,2
goodbye,farewell!,original,bye,2
no,thats a negative,original,cancel,3
thank_you,nice,parrot,bye,2
calendar_update,make sure april 1 is clear on my calendar,original,resched,5
greeting,how ya doin,original,greet,4
goodbye,i'll go,parrot,bye,2
thank_you,i'm very grateful,parrot,bye,2
cancel_reservation,how can i cancel my reservation?,parrot,cancel,3
how_busy,how long will the wait be at chili's around 6pm?,parrot,avail,0
goodbye,adios,original,bye,2
yes,affirmative,original,book,1
cancel_reservation,please cancel my booking for joe at ronnie's,parrot,cancel,3
yes,sure,original,book,1
greeting,how's my life today?,parrot,greet,4
yes,"yes, that's right",original,book,1
calendar,what's my schedule for october 14?,parrot,avail,0
greeting,how's it going with you,original,greet,4
greeting,hello,original,greet,4
greeting,ahoy,lambada,greet,4
calendar_update,can you add a doctor's appointment to the friday schedule?,parrot,resched,5
how_busy,how busy will ihop be at 7pm?,parrot,avail,0
no,certainly not true,parrot,cancel,3
thank_you,i thank you for the info,parrot,bye,2
goodbye,nice to see you,original,bye,2
yes,absolutely!,original,book,1
no,negatory,original,cancel,3
greeting,it's nice to see you,original,greet,4
meeting_schedule,will you meet ann?,parrot,avail,0
no,it's not what we want,parrot,cancel,3
thank_you,thanks,original,bye,2
greeting,hi there,original,greet,4
yes,yay,lambada,book,1
yes,certainly,parrot,book,1
date,what's the current date,original,avail,0
greeting,whats up?,parrot,greet,4
thank_you,you're a great help,parrot,bye,2
greeting,whats up?,parrot,greet,4
date,what's today,original,avail,0
yes,true is my response,original,book,1
yes,10-Apr,original,book,1
reminder_update,add a reminder to me?,parrot,resched,5
greeting,do you feel?,parrot,greet,4
how_busy,how busy is chipotle restaurant at 11 pm,lambada,avail,0
greeting,good morning,parrot,greet,4
yes,yay,lambada,book,1
how_busy,how long will the wait at chili's be around 6pm?,parrot,avail,0
yes,not false,parrot,book,1
goodbye,bye bye,lambada,bye,2
reminder_update,i need to be reminded,original,resched,5
yes,indeed,original,book,1
how_busy,is michel busy at three?,parrot,avail,0
no,say negative,parrot,cancel,3
greeting,whats up,original,greet,4
goodbye,goodbye soon,lambada,bye,2
yes,obviously,parrot,book,1
greeting,how's my life?,parrot,greet,4
meeting_schedule,are there meetings for today on my calendar?,parrot,avail,0
thank_you,i'm glad you helped,parrot,bye,2
schedule_meeting,would you be able to help me with a meeting room on wednesday at 3pm,original,book,1
calendar_update,annull all events on my calendar ,parrot,resched,5
date,in three days,parrot,avail,0
yes,i know,parrot,book,1
yes,yup,original,book,1
goodbye,bye!,original,bye,2
thank_you,i have to thank you for your time,parrot,bye,2
no,nope that's not true,parrot,cancel,3
how_busy,how long will it take to be seated at mw steakhouse?,parrot,avail,0
no,FALSE,original,cancel,3
date,what's the date tomorrow? '',parrot,avail,0
no,FALSE,original,cancel,3
yes,"yeah, that's it",lambada,book,1
goodbye,goodbye,original,bye,2
meeting_schedule,are there any meetings with dan?,parrot,avail,0
thank_you,i'm thankful,original,bye,2
calendar,are there any events in the calendar for today?,parrot,avail,0
yes,certainly,parrot,book,1
schedule_meeting,how many meeting rooms are available during the afternoon?,parrot,book,1
goodbye,goodbyes soon,parrot,bye,2
greeting,do you feel?,parrot,greet,4
goodbye,goodbye!,original,bye,2
calendar_update,remove april 16th birthday party from my calendar,parrot,resched,5
yes,just right,parrot,book,1
no,nay,original,cancel,3
calendar_update,annull the event on 23 february,parrot,resched,5
cancel_reservation,please unreserve that table,original,cancel,3
thank_you,the best,parrot,bye,2
yes,that's a definite yes,original,book,1
schedule_meeting,can you book a meeting room for 6pm wednesday?,parrot,book,1
greeting,how're you?,parrot,greet,4
thank_you,appreciated,original,bye,2
greeting,bonjour,original,greet,4
goodbye,greetings,parrot,bye,2
yes,accept,parrot,book,1
yes,yeap,original,book,1
no,it's no,parrot,cancel,3
greeting,hola,original,greet,4
yes,accept,parrot,book,1
no,no don't do that,parrot,cancel,3
greeting,well how's the situation?,parrot,greet,4
greeting,how're you doing,original,greet,4
date,what is the day of the week?,parrot,avail,0
greeting,how you're doing?,parrot,greet,4
yes,yay,lambada,book,1
goodbye,later!,original,bye,2
no,nay,original,cancel,3
goodbye,now i have to say goodbye,parrot,bye,2
calendar,tell me what my calendar looks like for march 14?,parrot,avail,0
goodbye,i'm leaving now,lambada,bye,2
date,which date is it?,parrot,avail,0
calendar,tell me what is scheduled for sunday?,lambada,avail,0
